name,symbol,currency,amount,date
Jensyn Acquistion Corp.,JSYN,RUB,43.90,1590239257000
Scudder Strategic Municiple Income Trust,KSM,USD,-183.65,1595343309000
LaSalle Hotel Properties,LHO^J,BRL,94.07,1590757699000
Mercury General Corporation,MCY,RUB,-188.27,1587256325000
"GlycoMimetics, Inc.",GLYC,VEF,163.80,1586530813000
Deckers Outdoor Corporation,DECK,IDR,67.59,1584242802000
Biohaven Pharmaceutical Holding Company Ltd.,BHVN,AZN,-145.72,1597312509000
"Gores Holdings II, Inc.",GSHTW,RUB,74.62,1609345771000
CHS Inc,CHSCO,PAB,149.32,1589981259000
"Pinnacle Entertainment, Inc.",PNK,IDR,142.37,1592084649000
"Praxair, Inc.",PX,RUB,142.80,1583428425000
"Northwest Bancshares, Inc.",NWBI,VND,-8.78,1590780096000
"DASAN Zhone Solutions, Inc.",DZSI,IDR,42.45,1585130192000
"Industrias Bachoco, S.A. de C.V.",IBA,NGN,106.72,1591422991000
Golar LNG Limited,GLNG,EUR,49.45,1595263229000
American Water Works,AWK,PLN,70.07,1579238927000
"ZAIS Group Holdings, Inc.",ZAIS,PHP,-72.75,1578590438000
"Evolent Health, Inc",EVH,EGP,127.21,1601075489000
Pimco High Income Fund,PHK,DOP,-48.55,1608978841000
S&P Global Inc.,SPGI,AUD,101.16,1586780999000
"Groupon, Inc.",GRPN,DKK,-192.99,1596032705000
Cencosud S.A.,CNCO,USD,152.22,1584029761000
"Entergy Arkansas, Inc.",EAB,CNY,101.12,1578072056000
"Veritex Holdings, Inc.",VBTX,PLN,130.62,1603375901000
Check-Cap Ltd.,CHEK,VND,164.96,1583289466000
Landec Corporation,LNDC,NAD,-95.12,1581283165000
"Diplomat Pharmacy, Inc.",DPLO,SEK,-47.65,1582405553000
"Northwest Bancshares, Inc.",NWBI,SEK,167.85,1596990192000
Vantage Energy Acquisition Corp.,VEACW,YER,33.12,1583943194000
BlackRock Long-Term Municipal Advantage Trust,BTA,CNY,-171.71,1596644648000
"Central Europe, Russia and Turkey Fund, Inc. (The)",CEE,IDR,96.72,1586940968000
Nuveen High Income November 2021 Target Term Fund,JHB,HNL,71.05,1597346445000
"Archrock Partners, L.P.",APLP,PAB,103.41,1580606319000
INVESCO MORTGAGE CAPITAL INC,IVR,CNY,-115.78,1584927072000
"Maiden Holdings, Ltd.",MHLD,USD,132.02,1588311284000
GCP Applied Technologies Inc.,GCP,UAH,157.74,1589896013000
"Myers Industries, Inc.",MYE,MYR,-178.52,1604382114000
QUALCOMM Incorporated,QCOM,CNY,114.76,1577908921000
"Staples, Inc.",SPLS,EUR,53.06,1588682256000
GasLog LP.,GLOG,NPR,85.79,1605830748000
Gigamon Inc.,GIMO,EUR,-166.13,1604858018000
Caesarstone Ltd.,CSTE,BRL,-0.32,1582024394000
"Parkway, Inc.",PKY,RSD,80.83,1584059452000
Turkcell Iletisim Hizmetleri AS,TKC,EUR,-23.38,1589474244000
Performance Food Group Company,PFGC,IDR,-178.14,1586495684000
First Trust Europe AlphaDEX Fund,FEP,NGN,27.76,1590513408000
Putnam Master Intermediate Income Trust,PIM,UAH,73.64,1599645991000
CNA Financial Corporation,CNA,THB,-149.95,1592888749000
Equity Commonwealth,EQC^D,PHP,109.42,1597607762000
Nuveen Georgia Quality Municipal Income Fund ,NKG,DOP,-18.99,1599464593000
Arch Capital Group Ltd.,ACGLP,JPY,-166.43,1609142942000
"Opexa Therapeutics, Inc.",OPXAW,RUB,90.56,1607660764000
Great Plains Energy Inc,GXP^B,PHP,32.74,1596220197000
"Moneygram International, Inc.",MGI,EUR,-121.95,1584398348000
"Vital Therapies, Inc.",VTL,KMF,111.94,1590815810000
Hardinge Inc.,HDNG,CNY,77.88,1600600017000
Nordson Corporation,NDSN,AUD,145.85,1596724020000
Luna Innovations Incorporated,LUNA,BRL,87.91,1579439215000
E*TRADE Financial Corporation,ETFC,SEK,-25.37,1602548981000
"DexCom, Inc.",DXCM,SEK,186.61,1590448935000
FelCor Lodging Trust Incorporated,FCH,CNY,190.22,1590797515000
Southern California Edison Company,SCE^G,MMK,-123.98,1599620336000
Huron Consulting Group Inc.,HURN,CNY,71.22,1584793348000
"SunTrust Banks, Inc.",STI,SEK,5.28,1606381378000
"CBAK Energy Technology, Inc.",CBAK,EUR,155.72,1578360811000
"Genesis Energy, L.P.",GEL,PHP,136.23,1587805037000
Barington/Hilco Acquisition Corp.,BHAC,CNY,163.02,1609128464000
FlexShares Credit-Scored US Corporate Bond Index Fund,SKOR,CNY,40.02,1585786238000
Western Asset Global High Income Fund Inc,EHI,CNY,148.55,1579878761000
Internap Corporation,INAP,PKR,-53.21,1594829875000
MSG Networks Inc.,MSGN,NGN,162.60,1578851293000
First Trust Mid Cap Core AlphaDEX Fund,FNX,CNY,-178.32,1601688523000
"Energy Focus, Inc.",EFOI,IDR,-152.93,1578748133000
"Freightcar America, Inc.",RAIL,IDR,-82.14,1597407408000
"Ambac Financial Group, Inc.",AMBCW,RUB,145.48,1585093637000
"MISONIX, Inc.",MSON,IDR,52.50,1601020456000
Cemex S.A.B. de C.V.,CX,GTQ,-109.19,1582896714000
"Weis Markets, Inc.",WMK,CNY,-182.77,1580515741000
GasLog Partners LP,GLOP^A,CNY,-85.68,1608931932000
RAIT Financial Trust,RFTA,GTQ,62.82,1585520157000
Nuveen Arizona Quality Municipal Income Fund,NAZ,IDR,-9.49,1593899971000
Citizens First Corporation,CZFC,ETB,110.21,1592031337000
Georgia Power Company,GPE^A,GBP,19.00,1606254994000
Liberty Interactive Corporation,QVCB,THB,-125.28,1608130773000
"Alliance One International, Inc.",AOI,CNY,-14.19,1581629830000
Nuveen California Quality Municipal Income Fund,NAC,IDR,-188.37,1590236133000
"Rush Enterprises, Inc.",RUSHB,AFN,-19.68,1605319835000
Viacom Inc.,VIAB,EUR,-155.44,1592354346000
"First Interstate BancSystem, Inc.",FIBK,JPY,45.14,1589837904000
Community West Bancshares,CWBC,PKR,-55.42,1587374428000
"Blackrock MuniYield Quality Fund, Inc.",MQY,PHP,42.70,1596485802000
"Ventas, Inc.",VTR,CNY,-67.87,1595455719000
Community West Bancshares,CWBC,IDR,-53.44,1600730048000
"Social Reality, Inc.",SRAX,RUB,125.93,1598212048000
"Hawaiian Telcom Holdco, Inc.",HCOM,PLN,85.51,1604431033000
ENSCO plc,ESV,IDR,-130.10,1586868015000
"ARC Document Solutions, Inc.",ARC,PHP,-144.96,1599621639000
Magal Security Systems Ltd.,MAGS,BYR,165.36,1589631308000
Wintrust Financial Corporation,WTFC,PLN,1.53,1585605305000
CM Finance Inc,CMFN,AUD,-159.93,1585513923000
"Advanced Energy Industries, Inc.",AEIS,PLN,52.05,1591247087000
Sanofi,GCVRZ,RUB,-170.91,1597321131000
Zions Bancorporation,ZIONW,AMD,-12.61,1584429311000
ABM Industries Incorporated,ABM,RUB,69.09,1601289741000
Texas Pacific Land Trust,TPL,EUR,159.34,1603275946000
"CVR Partners, LP",UAN,SEK,13.46,1587803971000
iStar Financial Inc.,STAR^G,BRL,-127.41,1601025260000
Agenus Inc.,AGEN,IDR,107.63,1589158567000
"Salisbury Bancorp, Inc.",SAL,BRL,76.74,1579718286000
The Advisory Board Company,ABCO,PHP,94.60,1599166788000
"Digital Ally, Inc.",DGLY,LBP,34.08,1578193418000
Global X Yieldco Index ETF,YLCO,COP,4.78,1604503739000
"Air T, Inc.",AIRT,NOK,49.31,1586843094000
"G-III Apparel Group, LTD.",GIII,MXN,-194.17,1580457038000
"Versum Materials, Inc.",VSM,EUR,108.73,1597501384000
Pembina Pipeline Corp.,PBA,IDR,193.13,1581151322000
"BroadVision, Inc.",BVSN,IDR,170.74,1578206826000
"Blackrock MuniHoldings Fund II, Inc.",MUH,EGP,-77.70,1597360676000
VictoryShares Emerging Market Volatility Wtd ETF,CEZ,ALL,-97.10,1602696451000
"Tortoise Pipeline & Energy Fund, Inc.",TTP,USD,-38.09,1583422033000
Nuveen Mortgage Opportunity Term Fund,JLS,CNY,129.03,1583334330000
Arconic Inc.,ARNC,IDR,-104.87,1605614661000
Hillenbrand Inc,HI,YER,117.74,1582467419000
"Q2 Holdings, Inc.",QTWO,BRL,-115.03,1580033613000
"Momenta Pharmaceuticals, Inc.",MNTA,PLN,-184.33,1581307347000
Ternium S.A.,TX,VUV,-17.33,1584148757000
Citigroup Inc.,C^J,CNY,26.27,1596791998000
Origo Acquisition Corporation,OACQU,IDR,-118.20,1583954827000
"Blackrock MuniYield Quality Fund, Inc.",MQY,UZS,-79.56,1595097909000
OM Asset Management plc,OMAA,PLN,-25.50,1586390395000
Avista Corporation,AVA,PEN,105.33,1598424866000
Immune Design Corp.,IMDZ,CNY,112.72,1590769628000
"Magna International, Inc.",MGA,EGP,79.19,1584493668000
"New York REIT, Inc.",NYRT,SSP,-82.17,1598628470000
"PNC Financial Services Group, Inc. (The)",PNC.WS,CNY,95.92,1599717407000
Japan Smaller Capitalization Fund Inc,JOF,CNY,192.43,1585243636000
"RealPage, Inc.",RP,SEK,0.09,1597461855000
iStar Financial Inc.,STAR^G,MUR,-92.67,1606207340000
PowerShares FTSE International Low Beta Equal Weight Portfolio,IDLB,CNY,96.34,1590415230000
Cloud Peak Energy Inc,CLD,BRL,-92.09,1592163296000
"First Cash, Inc.",FCFS,JPY,-179.42,1598184171000
Iridium Communications Inc,IRDM,XOF,144.42,1608622870000
CarMax Inc,KMX,CNY,36.40,1597862796000
MRC Global Inc.,MRC,CNY,-33.64,1595233767000
Northwest Pipe Company,NWPX,JPY,-67.83,1596116041000
MTGE Investment Corp.,MTGEP,IDR,97.19,1580455609000
Hamilton Lane Incorporated,HLNE,RUB,-74.01,1578024697000
"Willamette Valley Vineyards, Inc.",WVVI,ARS,149.18,1578809055000
"Tremor Video, Inc.",TRMR,CNY,-135.45,1596414939000
GGP Inc.,GGP,XOF,-133.39,1586078546000
"Agilysys, Inc.",AGYS,IDR,-65.12,1582166099000
"BofI Holding, Inc.",BOFI,PEN,17.91,1599709403000
"BlackRock, Inc.",BLK,COP,-0.88,1607717903000
American Homes 4 Rent,AMH^D,CNY,-171.75,1585063630000
"NextEra Energy Partners, LP",NEP,HNL,119.53,1588077229000
Citigroup Inc.,C^J,CNY,86.70,1587710802000
"Willdan Group, Inc.",WLDN,IDR,-68.34,1607193993000
"Colony NorthStar, Inc.",CLNS^F.CL,RUB,-142.98,1587375692000
Citigroup Inc.,C^N,EUR,132.28,1597733710000
"Audentes Therapeutics, Inc.",BOLD,CNY,27.50,1583187958000
REX American Resources Corporation,REX,DOP,-38.51,1594164302000
"Anthem, Inc.",ANTM,RUB,69.38,1589749815000
"Plantronics, Inc.",PLT,USD,106.84,1599790213000
"CBL & Associates Properties, Inc.",CBL^E,EUR,135.37,1594568139000
Cellectis S.A.,CLLS,EUR,189.11,1586537244000
Bank of America Corporation,BAC^I,HNL,-39.00,1602024271000
"Impinj, Inc.",PI,PEN,173.54,1609261043000
"Jounce Therapeutics, Inc.",JNCE,RUB,113.23,1605225870000
"TRACON Pharmaceuticals, Inc.",TCON,COP,134.76,1601175516000
"Stanley Black & Decker, Inc.",SWJ,CNY,-193.92,1578377603000
Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),EDN,CNY,156.19,1588527006000
WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,AGND,PLN,61.58,1603066984000
Reading International Inc,RDI,VND,-95.72,1588866189000
"Lantronix, Inc.",LTRX,PHP,135.79,1608319486000
"The Hanover Insurance Group, Inc.",THG,PHP,46.53,1602087886000
China XD Plastics Company Limited,CXDC,USD,10.07,1581847684000
"SunTrust Banks, Inc.",STI^E,IDR,-90.58,1608891308000
"Grupo Aeroportuario del Sureste, S.A. de C.V.",ASR,CNY,160.91,1581769180000
Tsakos Energy Navigation Ltd,TNP^C,MMK,-103.51,1602516305000
"Dynex Capital, Inc.",DX,UAH,-30.36,1600536479000
West Bancorporation,WTBA,MKD,-95.20,1578017565000
"Nuveen Municipal Income Fund, Inc.",NMI,EUR,73.84,1581113586000
"Ultra Clean Holdings, Inc.",UCTT,COP,-8.25,1608327936000
Five Oaks Investment Corp.,OAKS^A,MMK,-56.31,1589946624000
INVESCO MORTGAGE CAPITAL INC,IVR,BGN,95.11,1587372070000
Deutsche Bank AG,DB,JPY,181.50,1580028042000
Origin Agritech Limited,SEED,PHP,-135.45,1581980807000
CF Corporation,CFCOU,SEK,-13.37,1592241744000
"Kingsway Financial Services, Inc.",KFS,CNY,5.67,1602306724000
JMP Group LLC,JMP,BRL,63.95,1587278690000
Medigus Ltd.,MDGS,EUR,-33.36,1587965163000
Stone Harbor Emerging Markets Income Fund,EDF,PLN,37.51,1580637782000
"The First Bancshares, Inc.",FBMS,EUR,-120.11,1592299953000
Pinnacle West Capital Corporation,PNW,VEF,32.23,1592516523000
Resource Capital Corp.,RSO^A,EUR,-133.93,1582097778000
"Fiesta Restaurant Group, Inc.",FRGI,CNY,-86.80,1601107934000
Capital One Financial Corporation,COF^D,CNY,7.82,1597909404000
"First Industrial Realty Trust, Inc.",FR,JPY,177.16,1607800136000
Entravision Communications Corporation,EVC,EUR,57.98,1607465565000
"Novan, Inc.",NOVN,DKK,106.38,1589643569000
"Build-A-Bear Workshop, Inc.",BBW,CNY,-130.28,1580871686000
Arc Logistic Partners LP,ARCX,PHP,-73.55,1609007728000
Ethan Allen Interiors Inc.,ETH,RUB,96.14,1591013293000
Vertex Pharmaceuticals Incorporated,VRTX,CNY,-125.94,1588870759000
QAD Inc.,QADB,CNY,155.31,1606661638000
"Bear State Financial, Inc.",BSF,MGA,12.64,1584813963000
"Western Asset Municipal High Income Fund, Inc.",MHF,CAD,-13.83,1596988688000
"SunCoke Energy Partners, L.P.",SXCP,HNL,35.73,1599577082000
"Ignyta, Inc.",RXDX,CNY,-189.79,1587854446000
"ARMOUR Residential REIT, Inc.",ARR^B,EUR,-197.86,1579370467000
Atento S.A.,ATTO,BYR,165.23,1587130341000
BiondVax Pharmaceuticals Ltd.,BVXV,PHP,-74.78,1579364943000
Alliance National Municipal Income Fund Inc,AFB,CNY,120.03,1580724871000
Brixmor Property Group Inc.,BRX,GBP,-62.50,1606105301000
DSW Inc.,DSW,ARS,46.98,1595355487000
Infinity Property and Casualty Corporation,IPCC,CNY,54.63,1593561863000
"TRACON Pharmaceuticals, Inc.",TCON,THB,83.81,1587298736000
"Apogee Enterprises, Inc.",APOG,CNY,-18.68,1582901446000
Axis Capital Holdings Limited,AXS,COP,-99.92,1589424406000
Armstrong World Industries Inc,AWI,CNY,84.14,1601460381000
"Bankrate, Inc.",RATE,EUR,-181.72,1598250164000
"Prestige Brand Holdings, Inc.",PBH,RUB,53.54,1591917233000
"Fidelity National Financial, Inc.",FNFV,AMD,119.72,1607895489000
Wheaton Precious Metals Corp.,WPM,SOS,-97.06,1599464661000
"Monolithic Power Systems, Inc.",MPWR,AFN,-80.05,1607127714000
Till Capital Ltd.,TIL,PLN,97.32,1579619198000
First Trust/Aberdeen Emerging Opportunity Fund,FEO,CNY,196.77,1605518615000
Immersion Corporation,IMMR,CNY,64.60,1606138489000
"CYS Investments, Inc.",CYS,CNY,128.29,1586067540000
"FBL Financial Group, Inc.",FFG,PHP,37.07,1592611075000
Enerplus Corporation,ERF,DKK,-98.19,1582547686000
FB Financial Corporation,FBK,GBP,136.63,1593700025000
"L Brands, Inc.",LB,EUR,-144.40,1603902853000
"Western Asset High Income Opportunity Fund, Inc.",HIO,USD,-75.85,1601955540000
"Enzo Biochem, Inc.",ENZ,CNY,98.57,1584718601000
"Brookline Bancorp, Inc.",BRKL,PHP,-76.13,1582476320000
Triangle Capital Corporation,TCCA,VEF,153.81,1595176918000
Ohio Valley Banc Corp.,OVBC,KPW,-90.96,1584936727000
Capitala Finance Corp.,CPTAL,CNY,122.07,1581158008000
Zix Corporation,ZIXI,NGN,-50.57,1584258262000
Fifth Third Bancorp,FITBI,CNY,-161.22,1600368619000
Essendant Inc.,ESND,ZAR,-166.73,1604066289000
"Del Frisco's Restaurant Group, Inc.",DFRG,GTQ,77.48,1588709952000
"Cogent Communications Holdings, Inc.",CCOI,IDR,-150.47,1580570429000
"Argan, Inc.",AGX,PKR,18.03,1597638404000
"XO Group, Inc.",XOXO,BRL,63.96,1582232380000
Jones Lang LaSalle Incorporated,JLL,CNY,-29.07,1590806992000
"Omnicell, Inc.",OMCL,SEK,148.02,1596231700000
"People's United Financial, Inc.",PBCT,CNY,182.33,1605444260000
"Intrepid Potash, Inc",IPI,SEK,-5.34,1595053503000
"Dreyfus Municipal Bond Infrastructure Fund, Inc.",DMB,IDR,68.74,1578289288000
First Trust RiverFront Dynamic Asia Pacific ETF,RFAP,HNL,133.89,1578425418000
"Insight Enterprises, Inc.",NSIT,PLN,-47.88,1609181601000
RenaissanceRe Holdings Ltd.,RNR,ILS,-33.25,1595627236000
"Chiasma, Inc.",CHMA,THB,18.88,1580782156000
"Stag Industrial, Inc.",STAG^B,BRL,36.18,1584041352000
"Onconova Therapeutics, Inc.",ONTX,PLN,-174.80,1599377938000
"Flex Pharma, Inc.",FLKS,IDR,-183.72,1598002688000
"Ever-Glory International Group, Inc.",EVK,PLN,196.89,1588252729000
"Advanced Semiconductor Engineering, Inc.",ASX,BRL,-86.89,1586802558000
MiX Telematics Limited,MIXT,RUB,16.85,1583955988000
Wintrust Financial Corporation,WTFC,CNY,123.84,1595861142000
"Onconova Therapeutics, Inc.",ONTX,IDR,31.51,1591008085000
Marcus Corporation (The),MCS,PAB,60.09,1602186600000
Macquarie/First Trust Global,MFD,NOK,64.20,1595661700000
"Miragen Therapeutics, Inc.",MGEN,BYR,-116.96,1585384103000
Corporate Office Properties Trust,OFC,PHP,-144.58,1578952787000
Quinpario Acquisition Corp. 2,QPACW,IDR,50.70,1607425622000
Vicor Corporation,VICR,PHP,87.55,1589630171000
"SeaWorld Entertainment, Inc.",SEAS,USD,-119.60,1608741039000
DTE Energy Company,DTJ,IDR,-34.00,1605941773000
"Entergy Arkansas, Inc.",EAB,UAH,43.14,1580459963000
Arlington Asset Investment Corp,AIW,CNY,-77.00,1603168200000
"Hartford Financial Services Group, Inc. (The)",HIG,KZT,-188.35,1580993570000
"Alexandria Real Estate Equities, Inc.",ARE,CNY,169.30,1589830811000
Cerecor Inc.,CERC,IDR,-169.70,1591599470000
Gramercy Property Trust,GPT,PHP,134.94,1603374113000
"Republic Bancorp, Inc.",RBCAA,CNY,52.73,1585190729000
United States Cellular Corporation,UZA,UGX,121.74,1603052791000
"PowerShares QQQ Trust, Series 1",QQQ,ARS,-107.74,1602736163000
"Nutanix, Inc.",NTNX,CNY,-128.24,1602563564000
Jumei International Holding Limited,JMEI,CNY,75.85,1601336851000
The Medicines Company,MDCO,IDR,-28.03,1602335284000
Aircastle Limited,AYR,CNY,-113.32,1602647424000
Mississippi Power Company,MP^D,IDR,-124.68,1591761268000
Optical Cable Corporation,OCC,PHP,26.52,1603133901000
Stratus Properties Inc.,STRS,EUR,111.61,1593738882000
BlackRock Energy and Resources Trust,BGR,CNY,-78.52,1591090074000
RAIT Financial Trust,RFT,MXN,137.20,1596871181000
First Trust RiverFront Dynamic Europe ETF,RFEU,RUB,48.60,1579707079000
"Dicerna Pharmaceuticals, Inc.",DRNA,BRL,-114.96,1592849407000
Noble Midstream Partners LP,NBLX,JPY,63.64,1599486676000
Lincoln National Corporation,LNC.WS,PHP,128.23,1590903886000
Quaker Chemical Corporation,KWR,IDR,-151.84,1600010040000
JM Global Holding Company,WYIGW,ALL,106.68,1595721295000
"Albany Molecular Research, Inc.",AMRI,RUB,-96.54,1589770038000
"MAM Software Group, Inc.",MAMS,TZS,-16.69,1609062504000
Nuveen Core Equity Alpha Fund,JCE,EUR,-10.76,1578114037000
"Limbach Holdings, Inc.",LMB,COP,4.41,1608581107000
"ARMOUR Residential REIT, Inc.",ARR^B,PHP,-102.58,1603993691000
"Houlihan Lokey, Inc.",HLI,ILS,73.77,1584871435000
Clipper Realty Inc.,CLPR,BYR,169.68,1579229512000
"ANI Pharmaceuticals, Inc.",ANIP,SEK,-185.09,1606412343000
Vornado Realty Trust,VNO^G,CNY,5.06,1602050950000
"Dover Motorsports, Inc.",DVD,EUR,-126.62,1585808312000
"Art's-Way Manufacturing Co., Inc.",ARTW,EUR,-53.31,1590497120000
Scudder Strategic Income Trust,KST,USD,154.21,1602293001000
"China Ceramics Co., Ltd.",CCCL,IDR,67.81,1579119444000
Farmer Brothers Company,FARM,PLN,93.52,1598593852000
Solar Capital Ltd.,SLRA,CNY,-50.56,1597067220000
"Expeditors International of Washington, Inc.",EXPD,KZT,-106.57,1584922456000
Nokia Corporation,NOK,CNY,114.20,1605081286000
"Lincoln Electric Holdings, Inc.",LECO,EUR,72.59,1584342933000
WisdomTree Western Asset Unconstrained Bond Fund,UBND,CNY,-16.10,1595881341000
Washington Real Estate Investment Trust,WRE,CNY,-145.56,1588374103000
Equitable Financial Corp.,EQFN,PLN,133.12,1590289190000
Educational Development Corporation,EDUC,CAD,-48.42,1605054673000
"Dominion Energy, Inc.",DCUC,PHP,7.70,1587389164000
Jazz Pharmaceuticals plc,JAZZ,KGS,-6.14,1599815757000
"Red Hat, Inc.",RHT,USD,-99.72,1583759584000
Acxiom Corporation,ACXM,TND,5.98,1603941638000
"Liberty TripAdvisor Holdings, Inc.",LTRPB,THB,155.89,1586931936000
"Align Technology, Inc.",ALGN,CZK,77.13,1584177563000
"Tyler Technologies, Inc.",TYL,CNY,106.65,1599920912000
"Ocean Power Technologies, Inc.",OPTT,CNY,-3.81,1601044461000
Brunswick Corporation,BC,TZS,144.96,1603711074000
AmerisourceBergen Corporation (Holding Co),ABC,BRL,-195.46,1595446219000
Double Eagle Acquisition Corp.,EAGLU,CNY,78.69,1604541461000
Kimco Realty Corporation,KIM^K,VND,63.07,1599452654000
Riverview Bancorp Inc,RVSB,CNY,-94.65,1585116227000
"Cass Information Systems, Inc",CASS,BRL,106.68,1593636323000
"CACI International, Inc.",CACI,UAH,115.59,1604921290000
Xplore Technologies Corp,XPLR,ARS,156.19,1593079688000
Public Storage,PSA^E,SEK,-3.32,1579957212000
"Cohen & Steers Global Income Builder, Inc.",INB,PLN,77.57,1608220201000
"BioTelemetry, Inc.",BEAT,CNY,63.74,1600954645000
"Yield10 Bioscience, Inc.",YTEN,SEK,-61.95,1579496380000
uniQure N.V.,QURE,PHP,-59.96,1596161306000
Eaton Vance Tax-Managed Global Diversified Equity Income Fund,EXG,PLN,-12.48,1588669354000
Smith (A.O.) Corporation,AOS,IDR,137.75,1602455104000
Six Flags Entertainment Corporation New,SIX,PHP,-68.45,1586351202000
"Auburn National Bancorporation, Inc.",AUBN,EUR,146.78,1608285645000
"CapStar Financial Holdings, Inc.",CSTR,USD,-181.88,1578902842000
Fortuna Silver Mines Inc.,FSM,PYG,-77.24,1602258716000
B.O.S. Better Online Solutions,BOSC,BRL,-106.17,1582214181000
Geospace Technologies Corporation,GEOS,CNY,142.84,1604638879000
"Solaris Oilfield Infrastructure, Inc.",SOI,CNY,105.89,1582357320000
"HD Supply Holdings, Inc.",HDS,CNY,11.80,1596852590000
Systemax Inc.,SYX,RUB,-82.73,1588985550000
"Anthem, Inc.",ANTX,USD,-54.78,1599144787000
Qwest Corporation,CTAA,USD,191.12,1598110936000
"Recon Technology, Ltd.",RCON,SEK,-184.45,1599408577000
Flowserve Corporation,FLS,ALL,-46.08,1607689872000
Legacy Reserves LP,LGCY,BYR,124.91,1591191784000
Golden Ocean Group Limited,GOGL,BRL,-69.21,1595583142000
"Wayside Technology Group, Inc.",WSTG,MXN,101.46,1590882484000
Cushing Energy Income Fund (The),SRF,IDR,8.45,1608294466000
"Cohen & Steers Total Return Realty Fund, Inc.",RFI,PHP,-193.12,1585456305000
Kopin Corporation,KOPN,SEK,-68.81,1591701290000
Grupo Televisa S.A.,TV,IDR,136.30,1584148351000
Jensyn Acquistion Corp.,JSYNW,IDR,-60.15,1601186851000
Legacy Reserves LP,LGCYP,CNY,24.46,1595995508000
"Thai Fund, Inc. (The)",TTF,CNY,35.51,1591295474000
Principal U.S. Small Cap Index ETF,PSC,SEK,-60.44,1580765579000
"Banco Santander, S.A.",SAN,PLN,162.06,1582372787000
"Liberty Expedia Holdings, Inc.",LEXEB,IDR,-160.59,1578713737000
"Sprouts Farmers Market, Inc.",SFM,COP,64.09,1606437452000
"Top Image Systems, Ltd.",TISA,MAD,-59.05,1604954251000
PowerShares Global Water Portfolio,PIO,XCD,185.41,1607587577000
Geopark Ltd,GPRK,SYP,16.85,1584361291000
Pebblebrook Hotel Trust,PEB,IDR,97.98,1578501086000
Gladstone Land Corporation,LAND,EUR,-186.33,1592709007000
"SharpSpring, Inc.",SHSP,RUB,1.01,1601723372000
"INC Research Holdings, Inc.",INCR,IDR,-150.74,1602007802000
"Aduro Biotech, Inc.",ADRO,PHP,65.28,1601563201000
Nutraceutical International Corporation,NUTR,EGP,-29.78,1600660577000
ENDRA Life Sciences Inc.,NDRAW,USD,29.88,1578522336000
InVivo Therapeutics Holdings Corp.,NVIV,ARS,145.68,1591353697000
The Intergroup Corporation,INTG,CNY,-137.97,1605210133000
"Stoneridge, Inc.",SRI,CNY,-3.29,1582243204000
"Fortune Brands Home & Security, Inc.",FBHS,RUB,112.66,1584699274000
Eaton Vance Municipal Income 2028 Term Trust,ETX           ,CZK,-135.68,1603928284000
Parker Drilling Company,PKD,CNY,-188.40,1586365864000
The Gabelli Healthcare & Wellness Trust,GRX^A,COP,-117.53,1578382363000
"Image Sensing Systems, Inc.",ISNS,CNY,62.66,1584629175000
Coca-Cola Company (The),KO,CZK,-182.29,1596699308000
"American Financial Group, Inc.",AFW.CL,EUR,194.04,1587806228000
Kansas City Southern,KSU^,THB,19.99,1589298253000
"A10 Networks, Inc.",ATEN,CNY,-178.15,1589199185000
"Cutera, Inc.",CUTR,JPY,64.50,1589393448000
BP p.l.c.,BP,SEK,183.42,1606367802000
Washington Real Estate Investment Trust,WRE,PLN,-112.51,1578182617000
SL Green Realty Corporation,SLG^I,RUB,-121.22,1598396104000
"Industrias Bachoco, S.A. de C.V.",IBA,EUR,-169.86,1603863924000
PPlus Trust,PYS,USD,-130.00,1600306887000
"PrivateBancorp, Inc.",PVTBP,CNY,-58.99,1584207614000
NovoCure Limited,NVCR,EUR,95.93,1593257896000
"TerraVia Holdings, Inc.",TVIA,BTN,57.87,1589358768000
"Amazon.com, Inc.",AMZN,CNY,13.12,1579119635000
American River Bankshares,AMRB,IDR,49.03,1588646343000
"First Financial Bankshares, Inc.",FFIN,CNY,-94.46,1578173797000
"Diamond Hill Investment Group, Inc.",DHIL,PLN,-24.26,1579506829000
"Beazer Homes USA, Inc.",BZH,UAH,-188.96,1585530600000
"Customers Bancorp, Inc",CUBI,CNY,-183.65,1605674048000
Perrigo Company,PRGO,LTL,199.04,1602513177000
"WPX Energy, Inc.",WPX,PHP,-164.67,1598151473000
Kennedy-Wilson Holdings Inc.,KW,VND,-59.36,1589059117000
Monroe Capital Corporation,MRCC,AFN,-92.46,1599563561000
Stewart Information Services Corporation,STC,CNY,38.78,1603947832000
"Prudential Financial, Inc.",PJH,UGX,-190.05,1578562226000
"Ramaco Resources, Inc.",METC,EUR,74.03,1594370684000
"PrivateBancorp, Inc.",PVTBP,CZK,90.16,1580860745000
Legacy Reserves LP,LGCYO,IDR,-151.45,1592852748000
Materialise NV,MTLS,CNY,-31.11,1599331451000
"ALJ Regional Holdings, Inc.",ALJJ,BRL,-119.51,1586400416000
Conyers Park Acquisition Corp.,CPAAU,ILS,182.02,1599709146000
"Pioneer Power Solutions, Inc.",PPSI,CNY,-42.97,1593046785000
"Ra Pharmaceuticals, Inc.",RARX,IDR,-136.42,1580442378000
